"","HH","TH","Truth"
"791",0,0,0.155
"792",0,0,0.1725
"793",0.534444444444444,0.587126798934396,0.1575
"794",0,0,0.1325
"795",0,0,0.1475
"796",0.354545454545455,0.447445238019739,0.1425
"797",0.171428571428571,0.183432741877443,0.165
"798",0.183333333333333,0.22154506397342,0.155
"799",0,0,0.12
"800",0.211111111111111,0.231001272079829,0.14
"801",0,0,0.155
"802",0,0,0.155
"803",0.125,0.135258361064175,0.1425
"804",0.17,0.18810051432061,0.14
"805",0,0,0.1725
"806",0,0,0.175
"807",0.1,0.099999999999999,0.14
"808",0,0,0.1575
"809",0,0,0.1275
"810",0.1,0.099999999999999,0.1825
"811",0,0,0.1525
"812",0.166666666666667,0.182369425326181,0.1525
"813",0,0,0.1425
"814",0,0,0.1775
"815",0,0,0.135
"816",0.218181818181818,0.244110186877781,0.1525
"817",0.311666666666667,0.348369579812175,0.14
"818",0.2,0.204583752029064,0.125
"819",0.1625,0.175835869383427,0.155
"820",0.1,0.099999999999999,0.1525
"821",0.181818181818182,0.203425155731484,0.18
"822",0.168965517241379,0.229802952509316,0.13
"823",0.258333333333333,0.292255354719912,0.22
"824",0.1,0.099999999999999,0.1725
"825",0.474603174603175,0.512406585165409,0.165
"826",0.145454545454545,0.162740124585188,0.1525
"827",0,0,0.1675
"828",0.379545454545455,0.416376432287276,0.1375
"829",0,0,0.17
"830",0,0,0.1825
"831",0.266666666666667,0.301682946807652,0.15
"832",0.336,0.437934894994498,0.1675
"833",0,0,0.155
"834",0,0,0.1675
"835",0.15,0.177342940771516,0.1375
"836",0.155555555555556,0.170211463637769,0.155
"837",0,0,0.1825
"838",0.2,0.211617712201093,0.1125
"839",0,0,0.1225
"840",0,0,0.1675
"841",0,0,0.1525
"842",0.425,0.448160324890863,0.1175
"843",0,0,0.1675
"844",0,0,0.1675
"845",0.492,0.610924044160247,0.185
"846",0,0,0.1325
"847",0.227777777777778,0.275252958270007,0.155
"848",0,0,0.145
"849",0,0,0.1325
"850",0.363636363636364,0.406850311462969,0.14
"851",0,0,0.15
"852",0,0,0.1575
"853",0.190909090909091,0.213596413518059,0.16
"854",0,0,0.1425
"855",0,0,0.1225
"856",0.1,0.099999999999999,0.125
"857",0.448333333333333,0.48679202652608,0.1725
"858",0,0,0.1425
"859",0,0,0.13
"860",0,0,0.1725
"861",0,0,0.125
"862",0,0,0.16
"863",0,0,0.1375
"864",0,0,0.165
"865",0.371428571428571,0.463714074070296,0.1225
"866",0,0,0.145
"867",0,0,0.1225
"868",0,0,0.165
"869",0,0,0.14
"870",0,0,0.115
"871",0.1,0.099999999999999,0.13
"872",0.38625,0.443011794017951,0.1575
"873",0,0,0.1725
"874",0.145454545454545,0.162740124585188,0.1525
"875",0,0,0.1125
"876",0,0,0.115
"877",0.327272727272727,0.366165280316672,0.125
"878",0,0,0.1375
"879",0.15,0.165971042047597,0.1325
"880",0.163636363636364,0.183082640158336,0.1525
"881",0.218181818181818,0.244110186877781,0.1225
"882",0.175,0.197979433842521,0.16
"883",0,0,0.16
"884",0,0,0.13
"885",0,0,0.1625
"886",0.33952380952381,0.394563935980044,0.175
"887",0,0,0.1375
"888",0,0,0.125
"889",0,0,0.135
"890",0.118181818181818,0.132226351225465,0.1225
"891",0,0,0.1525
"892",0,0,0.1625
"893",0.317272727272727,0.352627595605662,0.1325
"894",0.18,0.199165250457117,0.1375
"895",0,0,0.145
"896",0.18,0.222301224441378,0.155
"897",0.571428571428571,0.63595716208892,0.135
"898",0,0,0.13
"899",0.164705882352941,0.196873320489639,0.11
"900",0,0,0.1575
"901",0,0,0.12
"902",0.233333333333333,0.246887330901275,0.115
"903",0.388846153846154,0.466209975875828,0.1775
"904",0.177777777777778,0.194527387014593,0.17
"905",0.175,0.197979433842521,0.1525
"906",0,0,0.1875
"907",0.24,0.265553667276155,0.1675
"908",0.181818181818182,0.203425155731484,0.135
"909",0.175,0.189361705489845,0.1475
"910",0.1875,0.241778116006205,0.14
"911",0.2125,0.229939213809097,0.1525
"912",0,0,0.1425
"913",0.15,0.165971042047597,0.1325
"914",0,0,0.12
"915",0.186666666666667,0.218284143487017,0.1725
"916",0,0,0.1475
"917",0.397619047619048,0.423273830197805,0.135
"918",0,0,0.1725
"919",0.254545454545455,0.284795218024078,0.1425
"920",0,0,0.155
"921",0,0,0.1625
"922",0.1625,0.175835869383427,0.17
"923",0,0,0.1425
"924",0.1,0.099999999999999,0.1625
"925",0.144444444444444,0.158053501949357,0.125
"926",0.524242424242424,0.57236758007165,0.15
"927",0,0,0.1475
"928",0.32,0.395202176784672,0.1325
"929",0.2375,0.248784197170591,0.1125
"930",0.241666666666667,0.273400170544434,0.165
"931",0.161904761904762,0.202131775876796,0.1225
"932",0.3625,0.400866975438783,0.145
"933",0.1,0.105808856100547,0.1325
"934",0.2,0.206907223199116,0.1575
"935",0,0,0.1675
"936",0.190909090909091,0.240932051241398,0.1525
"937",0,0,0.1275
"938",0.159090909090909,0.200776709367832,0.14
"939",0.138461538461538,0.158385039569626,0.14
"940",0,0,0.135
"941",0,0,0.1875
"942",0.509090909090909,0.533938929091204,0.1475
"943",0,0,0.1575
"944",0.158333333333333,0.179124249667043,0.135
"945",0.184615384615385,0.211180052759501,0.145
"946",0,0,0.1575
"947",0.2,0.22877839048946,0.1475
"948",0.1,0.099999999999999,0.1275
"949",0.2,0.199999999999998,0.1375
"950",0.208333333333333,0.235689802193478,0.1825
"951",0,0,0.1625
"952",0.1,0.099999999999999,0.145
"953",0,0,0.115
"954",0.164705882352941,0.196873320489639,0.1225
"955",0.2375,0.2807929895549,0.1575
"956",0.2,0.199999999999998,0.18
"957",0.161538461538462,0.184782546164563,0.17
"958",0.18,0.188326668249452,0.1275
"959",0.15,0.151711026615969,0.13
"960",0,0,0.1575
"961",0.191666666666667,0.216834618018,0.1675
"962",0.181818181818182,0.203425155731484,0.1325
"963",0,0,0.1575
"964",0,0,0.1825
"965",0.611538461538461,0.701437327752277,0.195
"966",0,0,0.165
"967",0.35,0.371657406538995,0.15
"968",0,0,0.15
"969",0,0,0.14
"970",0,0,0.1775
"971",0.1,0.099999999999999,0.1325
"972",0,0,0.1925
"973",0.342735042735043,0.382668726002589,0.1725
"974",0,0,0.15
"975",0,0,0.14
"976",0,0,0.15
"977",0,0,0.1275
"978",0.1,0.099999999999999,0.11
"979",0,0,0.18
"980",0,0,0.145
"981",0.19,0.210229986593623,0.1525
"982",0.227272727272727,0.254281444664356,0.1625
"983",0.216666666666667,0.245117394281217,0.1375
"984",0.26,0.272027409693652,0.1375
"985",0.55,0.608796954711523,0.1275
"986",0,0,0.1375
"987",0.404444444444444,0.444510935329169,0.13
"988",0.1,0.099999999999999,0.14
"989",0,0,0.1225
"990",0,0,0.18
"991",0.26,0.277035778184103,0.1575
"992",0,0,0.175
"993",0.374603174603175,0.405404152403568,0.115
"994",0,0,0.165
"995",0,0,0.125
"996",0,0,0.1675
"997",0,0,0.145
"998",0,0,0.11
"999",0.310416666666667,0.358505493327485,0.1125
"1000",0,0,0.145
